sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
C40,C-K-40 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3237,3237.1442,Post-Transition Metal,5.308,5.3078118,Metalloid,182.8,182.78308,Alkaline Earth Metal,0.1995663,0.1996,Alkaline Earth Metal,3.3180262,3.318,Transitional Metal,12.413983,12.41,Transitional Metal,728.19776,728.2,Transitional Metal,5.3796829,5.38,Transitional Metal,203.05748,203.1,Post-Transition Metal,739.3028,739.3,Transitional Metal,589.29529,589.3,Transitional Metal,040030011002,block_group
C40,C-K-40 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,4119,4118.6287,Post-Transition Metal,8.193,8.1933987,Metalloid,220.1,220.13371,Alkaline Earth Metal,0.589785,0.5898,Alkaline Earth Metal,3.5528974,3.553,Transitional Metal,17.342551,17.34,Transitional Metal,784.39385,784.4,Transitional Metal,7.2253132,7.225,Transitional Metal,285.48715,285.5,Post-Transition Metal,855.00436,855,Transitional Metal,586.70639,586.7,Transitional Metal,040030011002,block_group
C43,C-K-43 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,4082,4082.1014,Post-Transition Metal,4.342,4.3418802,Metalloid,168.4,168.43896,Alkaline Earth Metal,0.3904768,0.3905,Alkaline Earth Metal,2.647827,2.648,Transitional Metal,14.762361,14.76,Transitional Metal,504.97514,505,Transitional Metal,9.2380645,9.238,Transitional Metal,51.549366,51.55,Post-Transition Metal,490.64706,490.6,Transitional Metal,211.86385,211.9,Transitional Metal,040030011002,block_group
C43,C-K-43 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,5386,5385.8264,Post-Transition Metal,9.794,9.7937793,Metalloid,189.3,189.31623,Alkaline Earth Metal,0.5614055,0.5614,Alkaline Earth Metal,6.2966813,6.297,Transitional Metal,14.025257,14.03,Transitional Metal,1009.5323,1010,Transitional Metal,8.7749899,8.775,Transitional Metal,170.36241,170.4,Post-Transition Metal,1126.8349,1127,Transitional Metal,837.16719,837.2,Transitional Metal,040030011002,block_group
C45,C-K-45 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,4557,4557.3377,Post-Transition Metal,5.17,5.1697858,Metalloid,168.6,168.60226,Alkaline Earth Metal,0.5690446,0.569,Alkaline Earth Metal,0.7592405,0.7592,Transitional Metal,15.424998,15.42,Transitional Metal,357.25935,357.3,Transitional Metal,12.054303,12.05,Transitional Metal,27.148105,27.15,Post-Transition Metal,259.30945,259.3,Transitional Metal,112.88066,112.9,Transitional Metal,040030011002,block_group
C45,C-K-45 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,4644,4643.7547,Post-Transition Metal,5.142,5.141739,Metalloid,200.7,200.67225,Alkaline Earth Metal,0.3524826,0.3525,Alkaline Earth Metal,2.0382422,2.038,Transitional Metal,17.191642,17.19,Transitional Metal,677.29375,677.3,Transitional Metal,9.0875737,9.088,Transitional Metal,181.598,181.6,Post-Transition Metal,509.97933,510,Transitional Metal,232.46025,232.5,Transitional Metal,040030011002,block_group
C47,C-K-47 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3237,3237.4261,Post-Transition Metal,2.459,2.4590892,Metalloid,43.61,43.61153,Alkaline Earth Metal,0.5432824,0.5433,Alkaline Earth Metal,0.1134824,0.1135,Transitional Metal,12.870214,12.87,Transitional Metal,204.38398,204.4,Transitional Metal,4.7071043,4.707,Transitional Metal,6.0476951,6.048,Post-Transition Metal,41.959673,41.96,Transitional Metal,11.542554,11.54,Transitional Metal,040030002011,block_group
C47,C-K-47 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,2916,2916.1828,Post-Transition Metal,1.823,1.8234385,Metalloid,45.88,45.882647,Alkaline Earth Metal,0.2030512,0.2031,Alkaline Earth Metal,0.1076997,0.1077,Transitional Metal,11.400391,11.4,Transitional Metal,176.22415,176.2,Transitional Metal,5.0238724,5.024,Transitional Metal,6.9115699,6.912,Post-Transition Metal,28.510239,28.51,Transitional Metal,12.9316,12.93,Transitional Metal,040030002011,block_group
C48,C-K-48 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,9224,9224.4425,Post-Transition Metal,2.69,2.6904201,Metalloid,97.96,97.962961,Alkaline Earth Metal,0.5938249,0.5938,Alkaline Earth Metal,0.3245199,0.3245,Transitional Metal,6.4593435,6.459,Transitional Metal,447.19682,447.2,Transitional Metal,6.4623058,6.462,Transitional Metal,10.634305,10.63,Post-Transition Metal,78.729706,78.73,Transitional Metal,54.08093,54.08,Transitional Metal,040030002011,block_group
C48,C-K-48 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,13750,13745.708,Post-Transition Metal,4.741,4.7414595,Metalloid,128,127.96172,Alkaline Earth Metal,0.7805022,0.7805,Alkaline Earth Metal,0.5011028,0.5011,Transitional Metal,7.131769,7.132,Transitional Metal,443.64357,443.6,Transitional Metal,6.3117037,6.312,Transitional Metal,17.19953,17.2,Post-Transition Metal,57.992757,57.99,Transitional Metal,60.324227,60.32,Transitional Metal,040030002011,block_group
C05,C-K-5 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,10600,10596.472,Post-Transition Metal,2.757,2.7572566,Metalloid,112,111.95929,Alkaline Earth Metal,0.7638002,0.7638,Alkaline Earth Metal,0.1972182,0.1972,Transitional Metal,21.963276,21.96,Transitional Metal,286.70329,286.7,Transitional Metal,9.6700718,9.67,Transitional Metal,9.6969177,9.697,Post-Transition Metal,47.674275,47.67,Transitional Metal,16.300152,16.3,Transitional Metal,040030018001,block_group
C50,C-K-50 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,4477,4477.169,Post-Transition Metal,1.986,1.986151,Metalloid,82.51,82.513937,Alkaline Earth Metal,0.5675967,0.5676,Alkaline Earth Metal,0.5476194,0.5476,Transitional Metal,17.509652,17.51,Transitional Metal,435.50122,435.5,Transitional Metal,7.292522,7.293,Transitional Metal,19.019378,19.02,Post-Transition Metal,168.46275,168.5,Transitional Metal,34.862176,34.86,Transitional Metal,040030002032,block_group
C50,C-K-50 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,7594,7594.2506,Post-Transition Metal,2.195,2.1946886,Metalloid,68.91,68.909766,Alkaline Earth Metal,1.7632837,1.763,Alkaline Earth Metal,0.4900836,0.4901,Transitional Metal,15.725818,15.73,Transitional Metal,633.86577,633.9,Transitional Metal,7.7600326,7.76,Transitional Metal,18.00035,18,Post-Transition Metal,70.851235,70.85,Transitional Metal,20.573295,20.57,Transitional Metal,040030002032,block_group
C51,C-K-51 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,3599,3599.1927,Post-Transition Metal,1.568,1.5679086,Metalloid,92.94,92.9437,Alkaline Earth Metal,0.4364909,0.4365,Alkaline Earth Metal,0.3597591,0.3598,Transitional Metal,10.307441,10.31,Transitional Metal,367.62783,367.6,Transitional Metal,4.9993582,4.999,Transitional Metal,20.827853,20.83,Post-Transition Metal,105.90323,105.9,Transitional Metal,28.306753,28.31,Transitional Metal,040030010001,block_group
C51,C-K-51 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,4820,4819.5355,Post-Transition Metal,3.369,3.3689789,Metalloid,148.3,148.26843,Alkaline Earth Metal,0.5892655,0.5893,Alkaline Earth Metal,0.9342914,0.9343,Transitional Metal,12.622832,12.62,Transitional Metal,706.1274,706.1,Transitional Metal,7.6375705,7.638,Transitional Metal,128.17142,128.2,Post-Transition Metal,285.59553,285.6,Transitional Metal,131.85254,131.9,Transitional Metal,040030010001,block_group
C53,C-K-53 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,4917,4916.7645,Post-Transition Metal,3.175,3.1747738,Metalloid,140.7,140.69274,Alkaline Earth Metal,0.3395749,0.3396,Alkaline Earth Metal,0.4865801,0.4866,Transitional Metal,13.93392,13.93,Transitional Metal,281.82783,281.8,Transitional Metal,6.9734822,6.973,Transitional Metal,9.7798137,9.78,Post-Transition Metal,104.79278,104.8,Transitional Metal,27.576446,27.58,Transitional Metal,040030003031,block_group
C53,C-K-53 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,6427,6426.6852,Post-Transition Metal,3.511,3.5112107,Metalloid,150.1,150.05025,Alkaline Earth Metal,0.5017401,0.5017,Alkaline Earth Metal,0.3570113,0.357,Transitional Metal,15.491266,15.49,Transitional Metal,303.47395,303.5,Transitional Metal,6.3556306,6.356,Transitional Metal,13.410819,13.41,Post-Transition Metal,58.529541,58.53,Transitional Metal,22.981277,22.98,Transitional Metal,040030003031,block_group
C55,C-K-55 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,7971,7970.8627,Post-Transition Metal,3.944,3.9441732,Metalloid,110,109.98028,Alkaline Earth Metal,0.8852974,0.8853,Alkaline Earth Metal,0.4592976,0.4593,Transitional Metal,22.568608,22.57,Transitional Metal,463.46666,463.5,Transitional Metal,13.861712,13.86,Transitional Metal,21.171978,21.17,Post-Transition Metal,111.86101,111.9,Transitional Metal,43.991565,43.99,Transitional Metal,040030002024,block_group
C56,C-K-56 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,10480,10480.987,Post-Transition Metal,3.622,3.6217865,Metalloid,89.39,89.387993,Alkaline Earth Metal,0.637233,0.6372,Alkaline Earth Metal,0.2192582,0.2193,Transitional Metal,58.167778,58.17,Transitional Metal,362.51829,362.5,Transitional Metal,26.410846,26.41,Transitional Metal,15.711,15.71,Post-Transition Metal,160.65822,160.7,Transitional Metal,33.580772,33.58,Transitional Metal,040030002024,block_group
C56,C-K-56 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,7604,7604.1837,Post-Transition Metal,2.692,2.6920022,Metalloid,95.18,95.181591,Alkaline Earth Metal,0.2515399,0.2515,Alkaline Earth Metal,0.165399,0.1654,Transitional Metal,16.552778,16.55,Transitional Metal,267.087,267.1,Transitional Metal,9.9950598,9.995,Transitional Metal,12.837465,12.84,Post-Transition Metal,55.743657,55.74,Transitional Metal,23.040876,23.04,Transitional Metal,040030002024,block_group
C57,C-K-57 garden A,Cochise,Garden Soil,2015-2016,,mg/kg,,7927,7926.8442,Post-Transition Metal,3.813,3.8134546,Metalloid,70.81,70.807063,Alkaline Earth Metal,0.2859938,0.286,Alkaline Earth Metal,0.3020676,0.3021,Transitional Metal,53.367082,53.37,Transitional Metal,417.54441,417.5,Transitional Metal,24.777108,24.78,Transitional Metal,11.906783,11.91,Post-Transition Metal,168.15308,168.2,Transitional Metal,35.885308,35.89,Transitional Metal,040030002024,block_group
C08,C-K-8 garden,Cochise,Garden Soil,2015-2016,,mg/kg,,6006,6006.2271,Post-Transition Metal,4.138,4.1384332,Metalloid,144.5,144.45433,Alkaline Earth Metal,0.5223244,0.5223,Alkaline Earth Metal,0.3105695,0.3106,Transitional Metal,18.587559,18.59,Transitional Metal,352.27189,352.3,Transitional Metal,6.7584525,6.758,Transitional Metal,13.069838,13.07,Post-Transition Metal,106.72175,106.7,Transitional Metal,36.501674,36.5,Transitional Metal,040030021003,block_group
C08,C-K-8 yard,Cochise,Yard Soil,2015-2016,,mg/kg,,21250,21245.339,Post-Transition Metal,8.923,8.9232129,Metalloid,94.44,94.4418,Alkaline Earth Metal,1.2853649,1.285,Alkaline Earth Metal,0.3150344,0.315,Transitional Metal,20.936794,20.94,Transitional Metal,294.74428,294.7,Transitional Metal,9.5418062,9.542,Transitional Metal,20.725577,20.73,Post-Transition Metal,61.382944,61.38,Transitional Metal,23.747706,23.75,Transitional Metal,040030021003,block_group
D01,D01-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,91.3,91.304924,Metalloid,170.7,170.71112,Alkaline Earth Metal,0.325309,0.3253,Alkaline Earth Metal,0.3314394,0.3314,Transitional Metal,16.644288,16.64,Transitional Metal,614.91856,614.9,Transitional Metal,14.170205,14.17,Transitional Metal,14.104715,14.1,Post-Transition Metal,79.946521,79.95,Transitional Metal,59.113437,59.11,Transitional Metal,040250015002,block_group
D01,D01-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,56.86,56.864679,Metalloid,137.3,137.3223,Alkaline Earth Metal,0.4029218,0.4029,Alkaline Earth Metal,0.5258277,0.5258,Transitional Metal,27.322248,27.32,Transitional Metal,940.51097,940.5,Transitional Metal,17.910301,17.91,Transitional Metal,10.413891,10.41,Post-Transition Metal,284.93723,284.9,Transitional Metal,36.889011,36.89,Transitional Metal,040250015002,block_group
D03,D03-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,39.22,39.219012,Metalloid,95.96,95.957752,Alkaline Earth Metal,0.5340275,0.534,Alkaline Earth Metal,4.58E-01,4.58E-01,Transitional Metal,23.08325,23.08,Transitional Metal,439.55739,439.6,Transitional Metal,15.016491,15.02,Transitional Metal,41.637356,41.64,Post-Transition Metal,166.75095,166.8,Transitional Metal,62.941909,62.94,Transitional Metal,040250015001,block_group
D03,D03-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,30.69,30.6906,Metalloid,95.76,95.7555,Alkaline Earth Metal,0.42365,0.4236,Alkaline Earth Metal,0.5068,0.5068,Transitional Metal,33.34015,33.34,Transitional Metal,457.6542,457.7,Transitional Metal,18.18505,18.19,Transitional Metal,13.74875,13.75,Post-Transition Metal,108.94815,108.9,Transitional Metal,40.1984,40.2,Transitional Metal,040250015001,block_group
D04,D04-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,45.36,45.361133,Metalloid,165.8,165.79503,Alkaline Earth Metal,0.2896123,0.2896,Alkaline Earth Metal,0.1019881,0.102,Transitional Metal,22.872018,22.87,Transitional Metal,850.01551,850,Transitional Metal,21.041203,21.04,Transitional Metal,7.9339463,7.934,Post-Transition Metal,58.214761,58.21,Transitional Metal,45.372565,45.37,Transitional Metal,040250015002,block_group
D04,D04-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,19.67,19.67002,Metalloid,177.8,177.81116,Alkaline Earth Metal,0.3833167,0.3833,Alkaline Earth Metal,0.3114542,0.3115,Transitional Metal,34.108616,34.11,Transitional Metal,496.39392,496.4,Transitional Metal,25.28252,25.28,Transitional Metal,12.619871,12.62,Post-Transition Metal,116.11449,116.1,Transitional Metal,49.017928,49.02,Transitional Metal,040250015002,block_group
D07,D07-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,43.18,43.184938,Metalloid,115.1,115.05292,Alkaline Earth Metal,0.3697274,0.3697,Alkaline Earth Metal,0.2111023,0.2111,Transitional Metal,18.326552,18.33,Transitional Metal,683.61659,683.6,Transitional Metal,11.265669,11.27,Transitional Metal,7.6922503,7.692,Post-Transition Metal,51.689664,51.69,Transitional Metal,35.9808,35.98,Transitional Metal,040250019003,block_group
D07,D07-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,27.03,27.030231,Metalloid,132.7,132.72235,Alkaline Earth Metal,0.4389916,0.439,Alkaline Earth Metal,0.3052904,0.3053,Transitional Metal,18.965344,18.97,Transitional Metal,647.6783,647.7,Transitional Metal,11.760392,11.76,Transitional Metal,9.5906424,9.591,Post-Transition Metal,88.219322,88.22,Transitional Metal,45.22494,45.22,Transitional Metal,040250019003,block_group
D09,D09-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,104.6,104.57357,Metalloid,215.2,215.19012,Alkaline Earth Metal,0.3889944,0.389,Alkaline Earth Metal,0.1723311,0.1723,Transitional Metal,15.411685,15.41,Transitional Metal,641.87945,641.9,Transitional Metal,13.748351,13.75,Transitional Metal,8.8797981,8.88,Post-Transition Metal,65.514444,65.51,Transitional Metal,52.941124,52.94,Transitional Metal,040250015002,block_group
D09,D09-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,74.27,74.271756,Metalloid,148.1,148.08323,Alkaline Earth Metal,0.3053393,0.3053,Alkaline Earth Metal,0.1646707,0.1647,Transitional Metal,15.645758,15.65,Transitional Metal,584.9509,585,Transitional Metal,11.798353,11.8,Transitional Metal,7.4365768,7.437,Post-Transition Metal,65.083782,65.08,Transitional Metal,41.430739,41.43,Transitional Metal,040250015002,block_group
D11,D11-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,3.897,3.8973851,Metalloid,88.31,88.308043,Alkaline Earth Metal,0.1639758,0.164,Alkaline Earth Metal,0.1143027,0.1143,Transitional Metal,14.201515,14.2,Transitional Metal,406.17126,406.2,Transitional Metal,7.0884013,7.088,Transitional Metal,8.1707112,8.171,Post-Transition Metal,41.995889,42,Transitional Metal,24.581716,24.58,Transitional Metal,040250019003,block_group
D11,D11-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,5.368,5.3678586,Metalloid,81.58,81.57541,Alkaline Earth Metal,0.2660308,0.266,Alkaline Earth Metal,0.0833,0.0833,Transitional Metal,12.964493,12.96,Transitional Metal,373.22793,373.2,Transitional Metal,6.789203,6.789,Transitional Metal,5.9404215,5.94,Post-Transition Metal,52.054285,52.05,Transitional Metal,24.652217,24.65,Transitional Metal,040250019003,block_group
D12,D12-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,10.13,10.126396,Metalloid,119,119.00369,Alkaline Earth Metal,0.5085227,0.5085,Alkaline Earth Metal,0.2666467,0.2666,Transitional Metal,24.562849,24.56,Transitional Metal,569.13447,569.1,Transitional Metal,18.595644,18.6,Transitional Metal,11.888208,11.89,Post-Transition Metal,121.56783,121.6,Transitional Metal,83.75299,83.75,Transitional Metal,040250015002,block_group
D12,D12-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,62.02,62.016866,Metalloid,186.8,186.78633,Alkaline Earth Metal,10.300449,10.3,Alkaline Earth Metal,0.287525,0.2875,Transitional Metal,26.064122,26.06,Transitional Metal,540.28573,540.3,Transitional Metal,16.852745,16.85,Transitional Metal,10.300449,10.3,Post-Transition Metal,105.25394,105.3,Transitional Metal,56.590419,56.59,Transitional Metal,040250015002,block_group
D13,D13-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,12.76,12.75628,Metalloid,127.1,127.0923,Alkaline Earth Metal,0.4659091,0.4659,Alkaline Earth Metal,0.2631579,0.2632,Transitional Metal,26.642344,26.64,Transitional Metal,503.27233,503.3,Transitional Metal,18.683911,18.68,Transitional Metal,15.705044,15.71,Post-Transition Metal,97.806419,97.81,Transitional Metal,32.96252,32.96,Transitional Metal,040250007003,block_group
D13,D13-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,23.96,23.964102,Metalloid,191.8,191.80133,Alkaline Earth Metal,0.6506131,0.6506,Alkaline Earth Metal,1.2857002,1.286,Transitional Metal,23.232298,23.23,Transitional Metal,583.47577,583.5,Transitional Metal,19.585542,19.59,Transitional Metal,62.441159,62.44,Post-Transition Metal,322.2054,322.2,Transitional Metal,66.425534,66.43,Transitional Metal,040250007003,block_group
D15,D15-Garden,Dewey-Humboldt,Garden Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,43.77,43.76857,Metalloid,476.4,476.42342,Alkaline Earth Metal,0.765026,0.765,Alkaline Earth Metal,0.7920327,0.792,Transitional Metal,49.219199,49.22,Transitional Metal,5195.4668,5195,Transitional Metal,35.772414,35.77,Transitional Metal,62.798772,62.8,Post-Transition Metal,163.86576,163.9,Transitional Metal,105.54932,105.5,Transitional Metal,040250015002,block_group
D15,D15-Yard,Dewey-Humboldt,Yard Soil,2011-2012,,mg/kg,,,,Post-Transition Metal,34.88,34.884385,Metalloid,290.5,290.45867,Alkaline Earth Metal,0.5138279,0.5138,Alkaline Earth Metal,0.6271965,0.6272,Transitional Metal,41.112969,41.11,Transitional Metal,3201.9743,3202,Transitional Metal,28.935653,28.94,Transitional Metal,29.654603,29.65,Post-Transition Metal,175.16409,175.2,Transitional Metal,82.798223,82.8,Transitional Metal,040250015002,block_group
