top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-339080,43,AZ,36.4526,-109.1665,04/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.68,1.7,907,1,0.08,,,,0.37,<0.1,33.1,1.5,3,<5,3.1,0.51,6.5,<0.01,<0.02,1.36,17.6,10,0.19,175,0.13,0.75,5.8,2.9,180,19.7,66.7,<0.01,0.22,2.4,<0.2,0.8,148,<0.1,6.4,0.13,0.7,1.1,13,0.3,8.4,11,040019441005,block_group
C-351739,84,AZ,32.494,-109.473,06/21/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.77,4.5,656,2.5,0.64,,,,1.14,0.2,90.9,8.9,31,8,25.2,3.29,16.5,0.02,0.06,3.45,47.7,26,0.43,517,1.03,1.96,19.9,13.5,480,27.3,161,0.01,1.33,7.9,<0.2,2.9,220,<0.1,27.4,0.47,0.8,3.4,78,2.6,31.2,64,040099615001,block_group
C-351740,175,AZ,35.4173,-113.2629,07/18/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.17,6.2,423,1.3,0.21,,,,3.59,0.2,49.6,7.2,37,5,16.5,2.01,10.9,0.02,0.04,1.54,28.1,27,0.73,308,0.59,0.33,9,19.4,460,14.5,67.4,0.03,0.64,6.4,0.2,1.3,86.7,<0.1,9.3,0.23,0.4,1.7,43,1,16.6,54,040250021002,block_group
C-351741,212,AZ,33.6922,-109.137,06/29/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,9,2.4,674,1,0.16,,,,4.16,0.2,44,27.5,18,<5,42.9,5.39,20.7,0.02,0.06,1.46,21.2,13,1.5,930,0.35,2.4,5.6,17.6,1000,13.2,31.7,0.03,0.22,14,<0.2,1.2,789,<0.1,3.1,0.49,<0.1,0.7,138,0.4,19.6,90,040119601001,block_group
C-343375,247,AZ,34.65,-113.3945,07/20/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.93,5.4,771,6.3,0.24,,,,0.89,0.2,159,16.5,72,13,34.6,4.46,22.1,0.22,0.07,3.23,77.5,25,0.96,652,1.06,1.24,24.1,33.8,500,48,181,0.01,0.65,15.2,<0.2,3.1,163,<0.1,49.2,0.37,1.3,3.8,78,3,21.8,100,040159548002,block_group
C-343368,431,AZ,36.0545,-114.046,07/19/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.34,5,626,2.1,0.24,,,,2.28,0.1,121,8.7,32,6,14.2,2.39,16.6,0.02,0.05,2.32,59.3,20,0.77,433,1,1.29,19.9,15.2,510,24.8,112,0.01,0.55,7.5,<0.2,2.7,208,<0.1,19.4,0.27,0.7,2.8,48,1.5,29.5,44,040159504023,block_group
C-351742,468,AZ,33.9395,-110.9655,07/03/10,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.14,5.3,392,1.1,0.34,,,,0.43,0.1,64.2,7,35,<5,16,1.77,7.95,0.03,0.04,1.2,32.1,23,0.32,410,0.58,0.48,7.3,11.9,300,16.6,60.9,0.01,0.59,5.6,0.2,1.6,84.5,<0.1,11.5,0.49,0.3,2.7,41,0.8,16.2,37,040070007001,block_group
C-351743,523,AZ,31.8178,-111.5432,06/24/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.16,3.3,796,1.7,0.3,,,,0.56,0.1,59.4,7.9,35,7,17.4,2.67,14.5,0.02,0.05,3.11,35.3,27,0.42,506,0.98,0.89,12.3,15.7,330,28.7,146,0.02,1.84,7.9,<0.2,1.8,146,<0.1,16.4,0.29,1,3.2,64,3.3,15,72,040190043163,block_group
C-351744,532,AZ,32.6656,-110.2759,06/28/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.23,8.5,663,2.6,0.32,,,,0.7,0.1,92,11.5,39,8,30.4,2.84,18.2,0.02,0.06,2.35,48.1,44,0.58,509,0.97,1.07,18.7,20.4,350,27.1,120,0.02,1.12,8.1,0.2,2.1,125,<0.1,19.6,0.33,0.7,3.4,63,1.9,28.2,68,040099616001,block_group
C-343348,687,AZ,36.0484,-112.1142,07/23/10,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.03,26.5,362,1,0.24,,,,0.28,0.2,34.1,7.4,39,<5,20.9,2.81,6.95,0.02,0.03,1.49,18.1,19,0.25,317,1.38,0.23,6.2,19.9,440,18.4,55.7,0.02,0.85,4.4,0.8,1.1,102,<0.1,7,0.18,0.4,2,47,1,10.9,41,040050023005,block_group
C-339081,695,AZ,34.2212,-111.4357,04/26/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.11,6.1,258,1,0.26,,,,14,0.2,43.8,6.4,23,6,13.4,1.44,6.03,0.02,0.03,1.16,21.4,18,0.54,314,0.63,0.26,5.9,12.7,390,12.6,51,0.02,0.53,5.1,<0.2,0.9,109,<0.1,6.5,0.19,0.3,1.4,33,1.1,12.8,28,040070003021,block_group
C-351457,724,AZ,32.8725,-110.5996,06/27/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.62,6.1,274,0.9,0.15,,,,6.04,0.2,33.4,55.3,67,<5,42.3,8.4,17.7,0.01,0.07,0.84,13.2,22,3.45,1300,0.6,1.8,11.6,64.3,1520,10.2,29,0.03,0.25,20.3,0.3,1.4,460,<0.1,2.4,1.69,0.2,0.5,218,0.5,22.1,87,040210024003,block_group
C-339082,731,AZ,35.1312,-111.186,04/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.29,5.2,370,0.9,0.15,,,,4.05,0.3,43.2,19.3,66,<5,27.7,3.14,8.93,0.01,0.04,1.03,21.8,13,2.23,532,0.54,0.63,11.3,50.5,910,22.2,38.1,0.02,0.56,10.4,0.2,1,259,<0.1,5.3,0.39,0.2,1.4,81,0.8,14.7,65,040050015003,block_group
C-339083,943,AZ,36.1275,-111.6719,04/20/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.13,7.4,373,1,0.17,,,,1.64,0.2,44.1,5.8,20,<5,12.7,1.49,6.62,0.02,0.03,1.26,24.3,17,0.65,325,0.82,0.33,6.6,12.5,990,15.2,51.7,0.03,0.59,4.9,<0.2,0.9,116,<0.1,7.2,0.19,0.6,1.7,34,1,17.1,39,040059450001,block_group
C-351458,951,AZ,32.8819,-113.0651,07/07/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.18,7.2,669,1.4,0.21,,,,2.61,0.2,62.9,9.3,29,<5,24.8,2.43,12.9,0.01,0.04,1.67,29.7,18,0.86,429,0.77,1.2,11.6,18.9,510,18.8,81.6,0.02,0.76,7.8,<0.2,1.4,240,<0.1,10.4,0.35,0.4,1.8,65,1.1,16.2,47,040137233052,block_group
C-339084,987,AZ,36.1958,-110.5837,04/23/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.49,3.9,513,1,0.14,,,,0.38,0.1,42,4.6,9,<5,8.7,1.2,6.91,0.01,0.02,1.6,20.8,13,0.39,248,0.33,0.62,7.1,6.9,290,15.8,63.5,0.01,0.54,4.1,<0.2,0.9,89,<0.1,6.6,0.18,0.4,1.6,28,0.7,12.5,27,040179400121,block_group
C-351459,1015,AZ,33.3708,-114.1644,07/10/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.07,6.4,850,1.8,0.18,,,,2.88,0.2,68.6,7.7,28,7,15.6,2.15,15.1,0.04,0.04,2.43,33.6,31,0.98,436,0.88,1.63,12,14.8,800,20.1,86,0.03,2.36,7.4,<0.2,1.5,361,<0.1,10.9,0.29,0.5,2.4,50,1.2,17.2,61,040270121001,block_group
C-351745,1099,AZ,32.238,-112.7487,07/08/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.35,3.4,1100,1.9,0.26,,,,2.18,0.1,54.1,7,18,<5,20.8,2.3,15.9,0.02,0.04,3.12,30,17,0.63,418,1.32,2.49,12.9,10.5,840,32.7,90.5,0.02,0.49,5.2,<0.2,1.4,477,<0.1,9.1,0.31,0.4,2.1,56,1.2,13.4,56,040190052002,block_group
C-351747,1108,AZ,31.9037,-109.6289,06/22/10,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.68,3.5,566,3.2,0.21,,,,0.68,0.1,121,5.2,11,9,11.7,1.9,19,0.01,0.05,4.34,61.3,30,0.3,479,1.62,2.01,31.2,4.9,470,23.9,214,0.01,0.59,4.9,<0.2,2.8,137,<0.1,26.9,0.34,1,4.7,31,2,30.7,76,040030001002,block_group
C-343370,1199,AZ,35.3291,-113.9767,07/19/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.53,6.5,893,2.9,0.23,,,,1.77,0.2,84.6,8.8,39,<5,11.9,3.15,16.2,0.02,0.06,2.55,37.9,17,0.71,684,0.78,1.88,19.9,17.2,900,25.7,91.8,0.01,0.41,10.4,<0.2,3.6,239,0.1,10.6,0.38,0.6,2.2,52,2,33.3,65,040159507041,block_group
C-351748,1236,AZ,34.7168,-109.0718,07/02/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.03,2.6,686,1,0.18,,,,0.51,0.2,46.3,6.1,16,<5,13,1.41,8.62,0.01,0.02,2.09,24.5,12,0.28,452,0.63,1.04,7.8,9,320,16.1,77.3,0.01,0.66,3.5,<0.2,1.4,168,<0.1,7.3,0.23,0.4,1.6,41,1,12.9,36,040019702002,block_group
C-351461,1271,AZ,33.9985,-113.1254,07/11/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.44,8.5,793,1.6,0.22,,,,0.99,0.1,86,7.3,25,<5,16.8,2.55,14.4,0.01,0.04,2.05,41.6,20,0.66,476,0.59,1.41,13.3,13.3,590,26.1,113,0.02,0.74,7.8,<0.2,1.4,220,<0.1,13.6,0.31,0.7,2.4,49,1.1,21.9,48,040130405151,block_group
C-339085,1492,AZ,34.8209,-111.4247,04/25/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.16,4.8,878,2,0.25,,,,1.45,0.3,100,34,198,<5,50.1,5.15,15.7,0.03,0.07,1.24,55.4,25,1.03,1110,0.66,0.79,36.8,89.2,1090,22.2,76.8,0.04,0.56,19.4,0.4,1.7,248,<0.1,12.1,0.69,0.4,2.7,101,1.4,26.4,119,040050015003,block_group
C-351462,1547,AZ,32.8398,-112.0322,07/06/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.06,3.4,593,1.7,0.31,,,,1.39,0.2,55,9.8,37,8,22.9,3.03,13.5,0.01,0.05,1.81,26.7,31,0.86,570,0.45,1.39,8.4,19.5,740,18.8,90,0.01,0.56,8.8,<0.2,1.5,180,<0.1,9.1,0.34,0.6,1.7,76,1.3,15.7,65,040219414004,block_group
C-351749,1556,AZ,32.5819,-110.8467,06/26/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.9,3.5,582,2.3,0.84,,,,1.27,0.2,79.5,9.8,41,7,37.6,4.8,14.8,0.02,0.07,3.18,38.6,20,0.38,899,1.75,1.21,15.5,12.1,410,36.2,132,0.03,0.94,7.5,0.2,2.2,188,0.1,52.5,0.97,0.7,5.6,109,1.5,24.4,68,040210006041,block_group
C-351750,1711,AZ,34.8367,-112.6186,07/16/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.04,4.4,707,1.6,0.38,,,,6.4,0.3,70,11.6,50,6,21.2,2.62,13.4,0.02,0.05,2.32,37.7,20,2.08,569,0.51,1.06,10.9,22.6,830,31.7,88.2,0.03,0.55,8.1,<0.2,1.7,295,<0.1,20.3,0.32,0.6,5,61,1,16.7,70,040250012002,block_group
C-351463,1719,AZ,33.697,-112.1444,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.03,8.5,833,1.6,0.21,,,,3.14,0.1,78,15.5,86,<5,30.9,3.52,14.4,0.01,0.04,1.39,37.1,24,1.3,750,0.69,1.59,12.8,43,950,19.1,72.2,0.02,0.97,12.2,<0.2,1.5,420,<0.1,8.3,0.4,0.4,2,94,1.1,19.5,62,040136143001,block_group
C-339087,1748,AZ,33.5679,-111.2353,04/26/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.33,8.1,365,4.9,0.67,,,,0.57,<0.1,181,8.3,10,10,19.1,3.06,17.7,0.02,0.07,3.99,70.5,42,0.63,554,0.89,2.19,14.7,6.6,770,106,205,0.02,0.7,9.2,<0.2,4.9,106,<0.1,73,0.31,1,7.7,48,2.8,52.5,64,040130101021,block_group
C-339088,1755,AZ,35.888,-109.269,04/22/09,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.77,3,449,1.3,0.23,,,,0.43,<0.1,66.5,6.5,21,<5,14.7,1.29,7.52,0.02,0.03,1.35,32.1,21,0.41,516,0.55,0.81,9.6,8.5,190,24.1,62.6,0.01,0.58,5.2,<0.2,1.1,96.8,<0.1,10.4,0.27,0.4,2.5,34,0.9,16.9,25,040019449015,block_group
C-351464,1975,AZ,33.3278,-113.6826,07/11/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.53,10.5,733,1.5,0.26,,,,8.23,0.3,71.7,11.3,33,6,25.3,2.6,13.2,0.03,0.04,1.41,35,32,1.23,721,0.97,0.87,12.2,18.7,980,28,96.5,0.03,4,8.7,0.3,1.6,257,<0.1,11.7,0.33,0.8,2.7,69,2,20.5,66,040270121002,block_group
C-339089,2011,AZ,36.5836,-111.6553,04/21/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.94,6.7,396,1,0.18,,,,4.89,0.3,43.1,5.2,20,<5,14.5,1.21,6.06,0.02,0.03,1.3,23.7,17,1.84,358,0.54,0.34,5.9,10.7,1280,20.1,49.2,0.04,0.5,4.5,0.3,0.8,201,<0.1,7,0.17,0.4,2,29,0.7,17.2,40,040059450003,block_group
C-339090,2091,AZ,36.4215,-109.7194,04/22/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.43,3.8,445,1.1,0.11,,,,1.58,<0.1,32.9,4.1,8,<5,8,1.08,6.58,<0.01,0.02,1.6,16.1,20,0.7,205,0.42,0.31,4.9,7.2,250,11.7,60.1,0.02,0.36,4.2,<0.2,1.1,131,<0.1,5.6,0.13,0.4,1.6,29,0.4,9.7,24,040019443004,block_group
C-343377,2223,AZ,34.9314,-114.0406,07/21/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.84,2.8,669,2.4,0.17,,,,1.96,0.1,87.1,6.2,19,<5,10.3,4.28,16.8,0.01,0.09,2.39,40.4,12,0.55,480,0.78,1.88,18.4,6.5,660,23,95.5,0.01,0.32,9.4,<0.2,4.3,139,<0.1,23.8,0.34,0.5,3.3,38,6.4,39.8,62,040159548002,block_group
C-351751,2295,AZ,33.6462,-113.9748,07/10/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.54,6.5,722,1.5,0.23,,,,7.54,0.2,70.3,10.4,30,6,24.4,2.63,14.1,0.01,0.05,2.15,37.7,36,1.34,503,0.78,1.01,12.3,18,600,20.1,84.8,0.03,1.2,8.3,<0.2,1.6,347,<0.1,13.1,0.31,0.5,2.9,70,1.4,20.5,65,040120205011,block_group
C-351752,2324,AZ,32.0223,-109.9066,06/21/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.96,5.3,493,2.6,0.5,,,,5.13,0.6,63.4,10.4,49,11,28.2,2.38,16.1,0.02,0.06,2.61,33.7,41,1.24,755,0.85,0.88,15.2,21.3,930,31.8,132,0.04,1.01,8.1,0.3,2,166,<0.1,12.6,0.26,0.8,2.5,51,3.1,25,99,040030002032,block_group
C-351753,2479,AZ,35.4001,-112.8341,07/18/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.55,4.2,314,0.7,0.16,,,,12.9,0.5,40.3,6.2,31,<5,12.3,1.25,6.61,0.02,0.03,1.26,22,19,0.69,316,0.63,0.26,6.7,12.7,1320,12.4,46.2,0.03,0.5,4.2,0.2,0.9,104,<0.1,6.9,0.18,0.4,1.8,31,0.7,14.1,49,040050023001,block_group
C-351754,2487,AZ,34.4979,-112.2633,07/15/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,8.37,32,350,1.1,0.33,,,,4.26,0.3,43.6,27.8,40,<5,101,8,22.4,0.07,0.11,0.79,21.1,17,1.35,1690,0.82,1.22,8.5,18.8,850,24,29.9,0.03,3.19,36.5,0.4,1.7,277,<0.1,4.9,0.76,0.2,1.5,246,0.8,32.5,137,040250007003,block_group
C-339091,2516,AZ,34.29,-110.0268,04/27/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.56,7.2,581,1.9,0.29,,,,1.27,0.2,80.3,21.8,63,8,30.7,3.83,14.7,0.01,0.06,1.39,38.3,34,0.86,866,0.67,0.46,16.1,37.9,540,23,89.7,0.02,0.94,13.5,<0.2,1.8,112,<0.1,12.6,0.48,0.6,2.2,89,1.7,25.6,81,040179653001,block_group
C-339092,2523,AZ,35.8665,-110.3012,04/19/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.97,3,543,1.2,0.19,,,,0.56,<0.1,46.3,4.2,8,<5,8.9,1.09,8.01,0.01,0.03,1.45,23,15,0.31,166,0.44,0.51,7.2,6.3,260,16.6,71.6,0.02,0.49,4.5,<0.2,1.1,92.8,<0.1,8.3,0.16,0.5,2.1,29,0.9,12.6,166,040179400133,block_group
C-351755,2571,AZ,32.2494,-111.2777,06/24/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.03,3.6,825,2.3,0.38,,,,0.87,0.2,61.9,7.1,16,8,21.9,2.25,15.5,0.02,0.04,3.33,35.1,27,0.5,552,1.24,1.9,11.7,10.2,540,24.8,137,0.01,1.73,6.8,<0.2,1.5,202,<0.1,15.8,0.25,0.9,3.2,49,2.9,17.6,62,040190044251,block_group
C-351465,2743,AZ,32.9946,-112.5225,07/09/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.33,4,594,1.8,0.28,,,,2.65,0.1,92.7,8.2,30,6,23.4,2.95,14.3,0.01,0.05,1.51,41.6,20,0.72,516,0.71,1.34,17.6,12.2,530,20.4,77.2,0.02,0.75,9.3,<0.2,2.2,181,<0.1,13.7,0.38,0.5,2.3,61,1.5,33.7,50,040137233061,block_group
C-351756,2772,AZ,33.1454,-110.0484,06/28/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.79,2.7,876,1.9,0.43,,,,4.46,0.3,69.6,13.1,64,11,58.9,3.33,16.5,0.02,0.06,2.51,35.4,58,1.41,593,1.14,1.66,23,25.1,1140,23.8,87.2,0.03,0.63,9.1,<0.2,2,428,<0.1,11.1,0.54,0.4,2.1,87,1,20.7,79,040099611001,block_group
